authority_name	first_name	last_name	county_name	fips	street	city	address_state	zip_code	po_street	po_city	po_state	po_zip_code	reg_authority_name	reg_first	reg_last	reg_street	reg_city	reg_state	reg_zip_code	reg_po_street	reg_po_city	reg_po_state	reg_po_zip_code	reg_phone	reg_fax	reg_email	reg_website	reg_hours	phone	fax	email	website	hours	voter_state	source	review
County Clerk	Hon. Paula	Sollami-Covello	Mercer	021	Court House, 209 S. Broad Street	Trenton	NJ	08650-0068	PO Box 8068 	Trenton	NJ	08650-0068	Superintendent of Elections	Catherine	Dicostanzo	640 S. Broad Street, PO Box 8068, Trenton, NJ 08650	Trenton	NJ	08650	PO Box 8068	Trenton	NJ	08650	(609) 989-6750	(609) 989-6888			8:00am-4:00pm	(609) 989-6998	(609) 989-1111		http://www.state.nj.us/counties/mercer/departments/intendent/index.html	8:30am-4:30pm	NJ	state	
County Clerk	Hon. Elaine	Flynn	Middlesex	023	75 Bayard Street, 4th Floor	New Brunswick	NJ	08901-1110	PO Box 1110 	New Brunswick	NJ	08901-1110	Commissioner of Registrations	Daniel	Frankel	777 Jersey Avenue, New Brunswick, NJ 08901-3605	New Brunswick	NJ	08901-3605			NJ		(732) 745-3471	(732) 214-1656			8:30am-4:15pm Tues. 8:00am-6:30pm	(732) 745-3827	(732) 745-2170			8:30am-4:15pm	NJ	state	
County Clerk	Hon. Claire	French	Monmouth	025	300 Halls Mill Road	Freehold	NJ	07728-1254			NJ		Superintendent of Elections	Hedra	Siskel	300 Halls Mill Road, Freehold, NJ 07728	Freehold	NJ	07728			NJ		(732) 431-7780	(732) 431-7870			8:30am-4:30pm	(732) 431-7790	(732) 409-4887 x 7324097566			8:30am-4:30pm	NJ	state	
County Clerk	Hon. Joan	Bramhall	Morris	027			NJ		PO Box 315 -Court Street 	Morristown	NJ	07963-0315	Superintendent of Elections	Dale	Kramer, Chief Deputy	PO Box 900, Morristown, NJ 07963-0900	Morristown	NJ	07963-0900	PO Box 900	Morristown	NJ	07963-0900	(973) 285-6715	(973) 285-5208			8:30am-4:30pm	(973) 285-6059	(973) 285-5233			8:00am-4:30pm	NJ	state	a
County Clerk	Hon. Scott	Colabella	Ocean	029	Court House, 118 Washington Street	Toms River	NJ	08754-2191	PO Box 2191	Toms River	NJ	08754-2191	Commissioner of Registrations	Wyatt	Earp	129 Hooper Avenue, PO Box 2006, Toms River, NJ 08754-2006	Toms River	NJ	08754-2006	PO Box 2006	Toms River	NJ	08754-2006	(732) 929-2167	(732) 506-5110			8:00am-4:30pm	(732) 929-2018	(732) 349-4336			8:30am-4:30pm	NJ	state	
County Clerk	Hon. Kristin	Corrado	Passaic	031	401 Grand Street, Room 130	Paterson	NJ	07505			NJ		Commissioner of Registrations	Sherine	El-Abd	317 Pennsylvania Avenue, Paterson, NJ 07503	Paterson	NJ	07503			NJ		(973) 881-4515	(973) 881-1634			8:30am-4:30pm	(973) 225-3632	(973) 742-5744			8:30am-4:30pm	NJ	state	
County Clerk	Hon. Gilda	Gill	Salem	033	92 Market Street	Salem	NJ	08079-1913			NJ		Commissioner of Registrations	Michael	Facemyer	Fifth Street Complex, 110 Fifth St, Suite 1000, Salem, NJ 08079	Salem	NJ	08079			NJ		(856) 935-7510	(856) 935-6725			8:30am-4:30pm	(856) 935-7510	(856) 935-8882			8:30am-4:30pm	NJ	state	
County Clerk	Hon. Brett	Radi	Somerset	035	Administration Building, 20 Grove Street	Somerville	NJ	08876-1262	PO Box 3000	Somerville	NJ	08876-1262	Commissioner of Registrations	20	Grove Street	PO Box 3000, Somerville, NJ 08876-1262	Somerville	NJ	08876-1262	PO Box 3000 	Somerville	NJ	08876-1262	(908) 231-7084	(908) 231-9465			8:30am-4:30pm	(908) 231-7013	(908) 253-8853			8:15am-4:00pm	NJ	state	a
County Clerk	Jeff	Parrott	Sussex	037	83 Spring Street, Suite 304	Newton	NJ	07860-2080			NJ		Commissioner of Registrations	Deborah	Wirths	83 Spring Street, Suite 305, Newton, NJ 07860-2080	Newton	NJ	07860-2080			NJ		(973) 579-0950	(973) 579-0955			8:00am-4:00pm	(973) 579-0900	(973) 383-7493			Weekdays: 8:00am-4:00pm; every 1st and 3rd Monday 8:00am-6:00pm	NJ	state	
County Clerk	Hon. Joanne	Rajoppi	Union	039	2 Broad Street, Room 113	Elizabeth	NJ	07201-2299			NJ		Commissioner of Registrations	Marie	Oakie	271 North Broad Street, Elizabeth, NJ 07208	Elizabeth	NJ	07208			NJ		(908) 527-4123	(908) 527-4127			8:00am-4:00pm	(908) 527-4996 x 4997	(908) 558-2589			8:30am-4:30pm	NJ	state	
County Clerk	Hon. Patricia	Kolb	Warren	041	Court House, 413 Second Street	Belvidere	NJ	07823-1500			NJ		Commissioner of Registrations	Harold	Brown	413 Second Street, Belvidere, NJ 07823	Belvidere	NJ	07823			NJ		(908) 475-6313	(908) 475-6221			8:00am-4:30pm	(908) 475-6211	(908) 475-6208			8:00am-4:30pm	NJ	state	
