authority_name	first_name	last_name	county_name	fips	street	city	address_state	zip_code	po_street	po_city	po_state	po_zip_code	reg_authority_name	reg_first	reg_last	reg_street	reg_city	reg_state	reg_zip_code	reg_po_street	reg_po_city	reg_po_state	reg_po_zip_code	reg_phone	reg_fax	reg_email	reg_website	reg_hours	phone	fax	email	website	hours	voter_state	source	review
Absentee Election Manager	Ken	Ferrell	Jackson	071			AL		PO Box 397	Scottsboro	AL	35768	Board of Registrars					AL		PO Box 397	Scottsboro	AL	35768						(256) 574-9320					AL	State	
Absentee Election Manager	Earl	Carter	Jefferson - Bessemer Division	073			AL		PO Box 1310	Bessemer	AL	35021	Board of Registrars					AL		PO Box 1310	Bessemer	AL	35021						(205) 497-8513					AL	State	
Absentee Election Manager	Ricky	Hill	Jefferson - Birmingham Division	073	716 Richard Arrington Jr. Blvd North, Room 420	Birmingham	AL	35203			AL		Board of Registrars			716 Richard Arrington Jr. Blvd North, Room 420	Birmingham	AL	35203			AL							(205) 325-5313					AL	State	
Absentee Election Manager	Josephine	Byrd	Lamar	075			AL		PO Box 434	Vernon	AL	35592	Board of Registrars					AL		PO Box 434	Vernon	AL	35592						(205) 695-9115					AL	State	
Absentee Election Manager	Missy	Homan Hibbett	Lauderdale	077			AL		PO Box 776	Florence	AL	35631	Board of Registrars					AL		PO Box 776	Florence	AL	35631						(256) 760-5728					AL	State	a
Absentee Election Manager	Patricia	King	Lawrence	079			AL		PO Box 249	Moulton	AL	35650	Board of Registrars					AL		PO Box 249	Moulton	AL	35650						(256) 974-2438					AL	State	
Absentee Election Manager	Becky	Mills	Lee	081	2311 Gateway Dr., Room B-219	Opelika	AL	36801			AL		Board of Registrars			2311 Gateway Dr., Room B-219	Opelika	AL	36801			AL							(334) 737-3490					AL	State	
Absentee Election Manager	Brad	Curnutt	Limestone	083	200 Washington St. West	Athens	AL	35611			AL		Board of Registrars			200 Washington St. West	Athens	AL	35611			AL							(256) 216-3865					AL	State	
Absentee Election Manager	Ruby	Jones-Thomas	Lowndes	085			AL		PO Box 876	Hayneville	AL	36040	Board of Registrars					AL		PO Box 876	Hayneville	AL	36040						(334) 548-2252					AL	State	
Absentee Election Manager	David	Love Jr	Macon	087			AL		PO Box 830723	Tuskegee	AL	36083	Board of Registrars					AL		PO Box 830723	Tuskegee	AL	36083						(334) 724-2614					AL	State	a
Absentee Election Manager	Jane	Smith	Madison	089	100 North Side Square	Huntsville	AL	35801			AL		Board of Registrars			100 North Side Square	Huntsville	AL	35801			AL							(256) 532-3390					AL	State	
Absentee Election Manager	Kenny	Freeman	Marengo	091			AL		PO Box 480566	Linden	AL	36748	Board of Registrars					AL		PO Box 480566	Linden	AL	36748						(334) 295-2219					AL	State	
Absentee Election Manager	Elvis	Cochran	Marion	093			AL		PO Box 2121	Hamilton	AL	35570	Board of Registrars					AL		PO Box 2121	Hamilton	AL	35570						(205) 570-0988					AL	State	
Absentee Election Manager	Cheryl	Pierce	Marshall	095	424 Blount Ave., Ste. 201	Guntersville	AL	35976			AL		Board of Registrars			424 Blount Ave., Ste. 201	Guntersville	AL	35976			AL							(256) 571-7790					AL	State	
Absentee Election Manager	Alleen	Barnett	Mobile	097	205 Government Street, Ste 913	Mobile	AL	36644			AL		Board of Registrars			205 Government Street, Ste 913	Mobile	AL	36644			AL							(251) 574-6400					AL	State	
Absentee Election Manager	Diane	Welch	Monroe	099	85 Pineville Rd	Monroeville	AL	36460			AL		Board of Registrars			85 Pineville Rd	Monroeville	AL	36460			AL							(251) 575-7432					AL	State	
Absentee Election Manager	Tiffany	Mccord	Montgomery	101	125 Washington Ave.	Montgomery	AL	36104			AL		Board of Registrars			125 Washington Ave.	Montgomery	AL	36104			AL												AL	State	
Absentee Election Manager	Chris	Priest	Morgan	103			AL		PO Box 668	Decatur	AL	35602	Board of Registrars					AL		PO Box 668	Decatur	AL	35602						(256) 351-4790					AL	State	
Absentee Election Manager	Mary	Moore	Perry	105			AL		PO Box 505	Marion	AL	36756	Board of Registrars					AL		PO Box 505	Marion	AL	36756						(334) 683-6106					AL	State	
Absentee Election Manager	Bobby	Cowart	Pickens	107			AL		PO Box 418	Carrolton	AL	35447	Board of Registrars					AL		PO Box 418	Carrolton	AL	35447						(205) 367-2050					AL	State	
Absentee Election Manager	Audrey	Milton	Pike	109	120 W Church St	Troy	AL	36081			AL		Board of Registrars			120 W Church St	Troy	AL	36081			AL							(334) 566-5113 x 5006					AL	State	
Absentee Election Manager	Chris	May	Randolph	111			AL		PO Box 328	Wedowee	AL	36278	Board of Registrars					AL		PO Box 328	Wedowee	AL	36278						(256) 357-4551					AL	State	
Absentee Election Manager	Kathy	Coulter	Russell	113	501 14TH ST	Phenix City	AL	36867			AL		Board of Registrars			501 14TH ST	Phenix City	AL	36867			AL							(334) 298-0516 x 2334					AL	State	
Absentee Election Manager	Mary	Harris	Shelby	117			AL		PO Box 1810	Columbiana	AL	35051	Board of Registrars					AL		PO Box 1810	Columbiana	AL	35051						(205) 669-3779					AL	State	
Absentee Election Manager	Annette	Manning	St. Clair	115	100 6th Avenue, Suite 400	Ashville	AL	35953			AL		Board of Registrars			100 6th Avenue, Suite 400	Ashville	AL	35953			AL							(205) 594-2184					AL	State	
Absentee Election Manager	Edmond	Bell	Sumter	119	209 M L King Parkway	Livingston	AL	35470			AL		Board of Registrars			209 M L King Parkway	Livingston	AL	35470			AL							(205) 652-2291, (205) 652-7333					AL	State	
Absentee Election Manager	Brian	York	Talladega	121			AL		PO Box 6137	Talladega	AL	35161	Board of Registrars			400 N Norton Avenue	Sylacauga	AL	35150-2010	PO Box 6137	Talladega	AL	35161						(256) 299-0748					AL	State	
Absentee Election Manager	Patti	Lucas	Tallapoosa	123	125 N. Broadnax Street	Dadeville	AL	36853			AL		Board of Registrars			125 N. Broadnax Street	Dadeville	AL	36853			AL							(256) 825-1059					AL	State	
Absentee Election Manager	Magaria	Bobo	Tuscaloosa	125	714 Greensboro Ave, Ste. 214	Tuscaloosa	AL	35401			AL		Board of Registrars			714 Greensboro Ave, Ste. 214	Tuscaloosa	AL	35401			AL							(205) 349-3870 x 259					AL	State	
Absentee Election Manager	Susan	Odom	Walker	127			AL		PO Box 1389	Jasper	AL	35502	Board of Registrars					AL		PO Box 1389	Jasper	AL	35502						(205) 384-7268, (205) 385-1213					AL	State	
Absentee Election Manager	Valerie	Knapp	Washington	129			AL		PO Box 548	Chatom	AL	36518	Board of Registrars					AL		PO Box 548	Chatom	AL	36518						(251) 847-2239					AL	State	
Absentee Election Manager	Ralph	Ervin	Wilcox	131			AL		PO Box 608	Camden	AL	36726	Board of Registrars					AL		PO Box 608	Camden	AL	36726						(334) 682-4126, (334) 412-6405					AL	State	
Absentee Election Manager	Jeretha	Densmore	Winston	133	25166 Hwy 195, Ste. B	Double Springs	AL	35553			AL		Board of Registrars			25166 Hwy 195, Ste. B	Double Springs	AL	35553			AL							(205) 489-5533					AL	State	
