authority_name	first_name	last_name	county_name	fips	street	city	address_state	zip_code	po_street	po_city	po_state	po_zip_code	reg_authority_name	reg_first	reg_last	reg_street	reg_city	reg_state	reg_zip_code	reg_po_street	reg_po_city	reg_po_state	reg_po_zip_code	reg_phone	reg_fax	reg_email	reg_website	reg_hours	phone	fax	email	website	hours	voter_state	source	review
Voter Registration Office	Stacy	Tibbs Grady	Bland	021	599 MAIN STREET, SUITE 2	BLAND	VA	24315	PO BOX 535	BLAND	VA	24315						VA				VA							(276) 688-4441	(276) 688-3552	govote021@embarqmail.com			VA	State	a
Voter Registration Office	Phyllis	Booze	Botetourt	023	OLD PO BLDG 2 E MAIN ST	FINCASTLE	VA	24090	PO BOX 62	FINCASTLE	VA	24090						VA				VA							(540) 473-8235	(540) 473-8657	pbooze@botetourt.org	http://www.co.botetourt.va.us/government/voter_info.php		VA	State	
Voter Registration Office	Barbara	Yancey Lewis	Brunswick	025	100 TOBACCO ST RM 103	LAWRENCEVILLE	VA	23868			VA							VA				VA							(434) 848-4414	(434) 848-9276	govote025@brunswickco.com			VA	State	a
Voter Registration Office	Vicki	Clevinger	Buchanan	027	1012 WALNUT STREET, SUITE 303	GRUNDY	VA	24614	PO BOX 975	GRUNDY	VA	24614						VA				VA							(276) 935-6534	(276) 935-4320	govote027@vmmicro.net			VA	State	
Voter Registration Office	Margaret	Thomas	Buckingham	029	13012 W JAMES ANDERSON HWY	BUCKINGHAM	VA	23921	PO BOX 222	BUCKINGHAM	VA	23921						VA				VA							(434) 969-4304	(434) 969-2060	buckinghamelections@embarqmail.com			VA	State	
Voter Registration Office	Karen	Danos	Campbell	031	41 COURTHOUSE LN	RUSTBURG	VA	24588-2610	PO BOX 103	RUSTBURG	VA	24588-2610						VA				VA							(434) 332-9579	(434) 332-9689	ktdanos@co.campbell.va.us	http://www.co.campbell.va.us/		VA	State	
Voter Registration Office	Danette	Moen	Caroline	033	212 N. MAIN STREET	BOWLING GREEN	VA	22427	PO BOX 304	BOWLING GREEN	VA	22427						VA				VA							(804) 633-9083	(804) 633-0362	dhmoen@co.caroline.va.us			VA	State	
Voter Registration Office	Kimberly	Cloud	Carroll	035	605-3 PINE STREET, B110	HILLSVILLE	VA	24343-1404			VA							VA				VA							(276) 730-3035	(276) 730-3040	kcloud@carrollcountyva.org	http://www.carrollcountyva.org/voterregistration/		VA	State	
Voter Registration Office	Nan	Lambert	Charlotte	037	115 LEGRANDE AVE	CHARLOTTE COURT HSE	VA	23923	PO BOX 118	CHARLOTTE COURT HSE	VA	23923						VA				VA							(434) 542-5856	(434) 542-4168	nanlambert@kinex.net			VA	State	
Voter Registration Office	Lawrence	Haake Iii	Chesterfield	041	9848 LORI ROAD	CHESTERFIELD	VA	23832	PO BOX 1690	CHESTERFIELD	VA	23832						VA				VA							(804) 748-1471	(804) 751-0822	registrar@chesterfield.gov	http://www.chesterfield.gov/registrar		VA	State	a
Voter Registration Office	Barbara	Bosserman, Vreo	Clarke	043	101 CHALMERS CT.	BERRYVILLE	VA	22611			VA							VA				VA							(540) 955-5168	(540) 955-5169	vote@clarkecounty.gov	http://www.clarkecounty.gov/		VA	State	a
Voter Registration Office	Danna	Reese Wood	Craig	045	155 MAIN ST	NEW CASTLE	VA	24127	PO BOX 8	NEW CASTLE	VA	24127						VA				VA							(540) 864-6190	(540) 864-5551	govote045.craigco@tds.net			VA	State	a
Voter Registration Office			Culpeper	047	151 NORTH MAIN STREET, SUITE 301	CULPEPER	VA	22701			VA							VA				VA							(540) 825-0652	(540) 825-8454	registrar@culpepercounty.gov			VA	State	
Voter Registration Office	Marlene	Watson	Cumberland	049	1487 ANDERSON HWY	CUMBERLAND	VA	23040	PO BOX 125	CUMBERLAND	VA	23040						VA				VA							(804) 492-4504	(804) 492-3571	mwatson@cumberlandcounty.virginia.gov			VA	State	
Voter Registration Office			Dickenson	051	DMV BUILDING  2311 DICKENSON HWY	CLINTWOOD	VA	24228	PO BOX 1306	CLINTWOOD	VA	24228						VA				VA							(276) 926-1620	(276) 926-8287	reba.childress@dmv.virginia.gov			VA	State	
Voter Registration Office	Linda	Brandon	Dinwiddie	053	14016 BOYDTON PLANK ROAD	DINWIDDIE	VA	23841			VA							VA				VA							(804) 469-4500	(804) 469-4544	lbrandon@dinwiddieva.us			VA	State	
Voter Registration Office	Larnie	Flannagan	Essex	057	109 NORTH CROSS STREET	TAPPAHANNOCK	VA	22560	PO BOX 1561	TAPPAHANNOCK	VA	22560						VA				VA							(804) 443-4611	(804) 443-4498	govote057@oasisonline.com			VA	State	
Voter Registration Office	Cameron	Quinn	Fairfax	059	12000 GOVERNMENT CENTER PKWY, SUITE 323	FAIRFAX	VA	22035-0081			VA							VA				VA							(703) 222-0776	(703) 324-2205	voting@fairfaxcounty.gov	http://www.fairfaxcounty.gov/elections		VA	State	
Voter Registration Office	Alexander	Ables	Fauquier	061	32 WATERLOO STREET, SUITE 207	WARRENTON	VA	20186-3238			VA							VA				VA							(540) 422-8290	(540) 422-8291	alex.ables@fauquiercounty.gov	http://www.fauquiercounty.gov/government/departments/registrar/		VA	State	
Voter Registration Office	Amy	Ingram	Floyd	063	100 E MAIN ST RM 302	FLOYD	VA	24091-3781			VA							VA				VA							(540) 745-9350	(540) 745-9390	registrar@floydcova.org			VA	State	
Voter Registration Office			Fluvanna	065	211 MAIN ST.	PALMYRA	VA	22963	PO BOX 44	PALMYRA	VA	22963						VA				VA							(434) 589-3593	(434) 589-6383	govote065@state.va.us			VA	State	
Voter Registration Office	Kay	Chitwood	Franklin	067	1255 FRANKLIN STREET, SUITE 106	ROCKY MOUNT	VA	24151			VA							VA				VA							(540) 483-3025	(540) 483-6619	kaychitwood@franklincountyva.org			VA	State	
Voter Registration Office	Rick	Miller	Frederick	069	107 N. KENT STREET, SUITE 102	WINCHESTER	VA	22601-5039			VA							VA				VA							(540) 665-5660	(540) 665-8976	fcvotes@co.frederick.va.us	http://fcvotes.net/		VA	State	
Voter Registration Office	Donna	Altizer	Giles	071	201 N MAIN STREET, SUITE 1	PEARISBURG	VA	24134			VA							VA				VA							(540) 921-2802	(540) 921-3176	govote071@verizon.net			VA	State	
Voter Registration Office	Bobbi	Morgan	Gloucester	073	6467 MAIN STREET, BUILDING ONE	GLOUCESTER	VA	23061	PO BOX 208	GLOUCESTER	VA	23061						VA				VA							(804) 693-3659	(804) 693-3831	bamorgan@gloucesterva.info	http://www.gloucesterva.info/registrar		VA	State	
Voter Registration Office	Frances	Ragland	Goochland	075	1800 SANDY HOOK ROAD	GOOCHLAND	VA	23063	PO BOX 1013	GOOCHLAND	VA	23063						VA				VA							(804) 556-5803	(804) 556-6323	fragland@co.goochland.va.us			VA	State	
Voter Registration Office	Wilma	Halsey	Grayson	077	129 DAVIS STREET	INDEPENDENCE	VA	24348	PO BOX 449	INDEPENDENCE	VA	24348						VA				VA							(276) 773-2842	(276) 773-2842	graysonreg1@gmail.com			VA	State	
Voter Registration Office	Sandra	Shifflett	Greene	079	32 STANARD STREET	STANARDSVILLE	VA	22973	PO BOX 341	STANARDSVILLE	VA	22973						VA				VA							(434) 985-5213	(434) 985-2369	sshifflett@gcva.us			VA	State	
Voter Registration Office	Dorothy	Kea	Greensville	081	1781 GREENSVILLE COUNTY CIRCLE	EMPORIA	VA	23847	PO BOX 1092	EMPORIA	VA	23847						VA				VA							(434) 348-4228	(434) 348-4257	dkea@greensvillecountyva.gov			VA	State	
Voter Registration Office	Judy	Meeler	Halifax	083	1030 COWFORD RD	HALIFAX	VA	24558	PO BOX 400	HALIFAX	VA	24558						VA				VA							(434) 476-3322	(434) 476-1045	jmeeler@co.halifax.va.us			VA	State	
Voter Registration Office	Teresa	Smithson	Hanover	085	ROOM 119, WICKHAM BUILDING, 7497 COUNTY COMPLEX RD	HANOVER	VA	23169	PO BOX 419	HANOVER	VA	23069-0419						VA				VA							(804) 365-6080	(804) 365-6078	hanovervoting@co.hanover.va.us	http://www.co.hanover.va.us/registrar/default.htm		VA	State	
Voter Registration Office	Mark	Coakley	Henrico	087	P.O. BOX 90775	HENRICO	VA	23273-0775			VA							VA				VA							(804) 501-4347	(804) 501-5081	coa@co.henrico.va.us	http://www.co.henrico.va.us/registrar/		VA	State	
Voter Registration Office	Elizabeth	Stone	Henry	089	3300 KINGS MOUNTAIN RD	COLLINSVILLE	VA	24078	PO BOX 7	COLLINSVILLE	VA	24078						VA				VA							(276) 638-5108	(276) 638-8278	estone@co.henry.va.us			VA	State	
Voter Registration Office	Alice	Shumate	Highland	091	49 SPRUCE ST., SUITE 1	MONTEREY	VA	24465	PO BOX 386	MONTEREY	VA	24465						VA				VA							(540) 468-2013	(540) 468-2012	govote091@htcnet.org			VA	State	
Voter Registration Office	Lisa	Betterton	Isle Of Wight	093	17106 MONUMENT CIRCLE	ISLE OF WIGHT	VA	23397-0077	PO BOX 77	ISLE OF WIGHT	VA	23397-0077						VA				VA							(757) 365-6230	(757) 357-5699	lbettert@isleofwightus.net			VA	State	
Voter Registration Office	Jane	Peter	King And Queen	097	232 ALLENS CIRCLE	KING & QUEEN C H	VA	23085	PO BOX 56	KING & QUEEN C H	VA	23085						VA				VA							(804) 785-5980	(804) 785-5792	jpeter@kingandqueenco.net			VA	State	
Voter Registration Office	Lorrie	Gump	King George	099	10459 COURTHOUSE DR SUITE 102	KING GEORGE	VA	22485	PO BOX 1359	KING GEORGE	VA	22485						VA				VA							(540) 775-9186	(540) 775-4852	lgump@co.kinggeorge.state.va.us	http://www.king-george.va.us/		VA	State	
Voter Registration Office	Susan	Mickens	King William	101	180 HORSE LANDING ROAD	KING WILLIAM	VA	23086	PO BOX 173	KING WILLIAM	VA	23086						VA				VA							(804) 769-4952	(804) 769-4920	gregistrar@kingwilliamcounty.us			VA	State	
Voter Registration Office	Susan	Jett	Lancaster	103	8311 MARY BALL ROAD	LANCASTER	VA	22503-0159	PO BOX 159	LANCASTER	VA	22503-0159						VA				VA							(804) 462-5277	(804) 462-5228	sjett@lancova.com			VA	State	
Voter Registration Office	Patsy	Burchett	Lee	105	33640 MAIN ST. SUITE 104	JONESVILLE	VA	24263			VA							VA				VA							(276) 346-7780	(276) 346-0119	govote105@co.lee.state.va.us			VA	State	
Voter Registration Office	Judith	Brown	Loudoun	107	750 MILLER DRIVE, SE, SUITE C	LEESBURG	VA	20175-8916			VA							VA				VA							(703) 777-0380	(703) 777-0622	vote@loudoun.gov	http://www.loudoun.gov/voting		VA	State	
Voter Registration Office	Cristy	Watkins	Louisa	109	P.O. BOX  220	LOUISA	VA	23093			VA							VA				VA							(540) 967-3427	(540) 967-3492	cwatkins@louisa.org			VA	State	
Voter Registration Office	Carolyn	Parsons	Lunenburg	111	160 COURTHOUSE SQUARE	LUNENBURG	VA	23952			VA							VA				VA							(434) 696-3071	(434) 696-3952	cparsons@lunenburgva.net			VA	State	
Voter Registration Office	Diana	Eanes	Madison	113	302 THRIFT ROAD	MADISON	VA	22727-0267	PO BOX 267	MADISON	VA	22727-0267						VA				VA							(540) 948-6533	(540) 948-7825	govote113@verizon.net			VA	State	
Voter Registration Office	Ruth	Ann Hutson	Mathews	115			VA		PO BOX 328	MATHEWS	VA	23109-0328						VA				VA							(804) 725-3200	(804) 725-5786	rhutson@co.mathews.va.us			VA	State	a
Voter Registration Office	Jason	Michael Corwin	Mecklenburg	117	P. O. BOX 436	BOYDTON	VA	23917	PO BOX 436	BOYDTON	VA	23917						VA				VA							(434) 738-6191	(434) 738-6104	mecklenburgelections@gmail.com			VA	State	a
Voter Registration Office			Middlesex	119	865 GENERAL PULLER HIGHWAY	SALUDA	VA	23149	PO BOX 358	SALUDA	VA	23149						VA				VA							(804) 758-4420	(804) 758-3950	govote119@co.middlesex.va.us			VA	State	
Voter Registration Office	Emory	Randall Wertz	Montgomery	121	755 ROANOKE STREET, SUITE 1F	CHRISTIANSBURG	VA	24073			VA							VA				VA							(540) 382-5741	(540) 381-6811	govote121@montgomerycountyva.gov	http://www.montva.com/		VA	State	a
Voter Registration Office	Jacqueline	Clark Britt	Nelson	125	63 COURT STREET	LOVINGSTON	VA	22949-0292	PO BOX 292	LOVINGSTON	VA	22949-0292						VA				VA							(434) 263-4068	(434) 263-8601	jbritt@nelsoncounty.org			VA	State	a
Voter Registration Office	Karen	Bartlett	New Kent	127	12003 NEW KENT HWY	NEW KENT	VA	23124	PO BOX 128	NEW KENT	VA	23124						VA				VA							(804) 966-9699	(804) 966-8536	vote@co.newkent.state.va.us	http://www.co.new-kent.va.us/registrar/		VA	State	
Voter Registration Office	Terrence	Flynn	Northampton	131	16404 COURTHOUSE RD	EASTVILLE	VA	23347-0510	PO BOX 510	EASTVILLE	VA	23347-0510						VA				VA							(757) 678-0480	(757) 678-0453	vote@co.northampton.va.us	http://www.co.northampton.va.us/gov/registrar/		VA	State	
Voter Registration Office	Kathy	Goddard	Northumberland	133	72 MONUMENT PLACE	HEATHSVILLE	VA	22473	PO BOX 84	HEATHSVILLE	VA	22473						VA				VA							(804) 580-4655	(804) 580-2075				VA	State	
Voter Registration Office	Angela	Stewart	Nottoway	135			VA		PO BOX 24	NOTTOWAY	VA	23955						VA				VA							(434) 645-8148	(434) 645-1636	govote135@gcronline.com			VA	State	
Voter Registration Office	Donna	Jenni	Orange	137	146 MADISON RD SUITE 204	ORANGE	VA	22960			VA							VA				VA							(540) 672-5262	(540) 672-4872	vote@orangecountyva.gov	http://orangecountyva.gov/voter		VA	State	
Voter Registration Office	Carol	Gaunt	Page	139	551 MECHANIC ST	LURAY	VA	22835			VA							VA				VA							(540) 743-3986	(540) 743-1988	cgaunt@pagecounty.virginia.gov			VA	State	
Voter Registration Office	Susan	Taylor	Patrick	141	P.O. BOX 635	STUART	VA	24171			VA							VA				VA							(276) 694-7206	(276) 694-5488	staylor@co.patrick.va.us			VA	State	
Voter Registration Office	Jenny	Sanders	Pittsylvania	143	110 OLD CHATHAM ELEM SCHOOL LN	CHATHAM	VA	24531			VA							VA				VA							(434) 432-7971	(434) 432-7973	jennylee.sanders@pittgov.org			VA	State	
Voter Registration Office	Karen	Alexander	Powhatan	145	3834 OLD BUCKINGHAM ROAD	POWHATAN	VA	23139			VA							VA				VA							(804) 598-5604	(804) 598-7835	kalexander@powhatanva.gov	http://www.powhatanva.gov/		VA	State	
Voter Registration Office	Dale	Bolt	Prince Edward	147	124 N MAIN STREET	FARMVILLE	VA	23901	P O BOX J	FARMVILLE	VA	23901						VA				VA							(434) 392-4767	(434) 392-3889	registrar@co.prince-edward.va.us			VA	State	
Voter Registration Office	Katherine	Tyler	Prince George	149	6602 COURTS DRIVE STE 243	PRINCE GEORGE	VA	23875	PO BOX 34	PRINCE GEORGE	VA	23875						VA				VA							(804) 722-8748	(804) 733-2793	ktyler@princegeorgeva.org			VA	State	
Voter Registration Office	Betty	Weimer	Prince William	153	9250 LEE AVENUE, STE. 1	MANASSAS	VA	20110-5554			VA							VA				VA							(703) 792-6470	(703) 792-6461	pwcvote@pwcgov.org	http://www.pwcgov.org/vote		VA	State	
Voter Registration Office	Kathryn	Webb	Pulaski	155	87 COMMERCE STREET	PULASKI	VA	24301			VA							VA				VA							(540) 980-2111	(540) 994-5883	kwebb@pulaskicounty.org	http://www.pulaskicounty.org/		VA	State	
Voter Registration Office			Rappahannock	157	262A GAY STREET, COURTHOUSE COMPLEX	WASHINGTON	VA	22747	PO BOX 236	WASHINGTON	VA	22747						VA				VA							(540) 675-5380	(540) 675-5381	vote@rappahannockcountyva.gov			VA	State	
Voter Registration Office	Martha	Packett	Richmond	159	101 COURT STREET	WARSAW	VA	22572-1000	PO BOX 1000	WARSAW	VA	22572-1000						VA				VA							(804) 333-4772	(804) 333-4641	govote159@co.richmond.va.us			VA	State	
Voter Registration Office	Judy	Stokes	Roanoke	161	5204 BERNARD DR.  SUITE 300B	ROANOKE	VA	24018	PO BOX 20884	ROANOKE	VA	24018						VA				VA							(540) 772-7500	(540) 772-2115	jstokes@roanokecountyva.gov	http://www.roanokecountyva.gov/		VA	State	
Voter Registration Office	Marilyn	Earhart	Rockbridge	163	150 SOUTH MAIN STREET	LEXINGTON	VA	24450			VA							VA				VA							(540) 463-7203	(540) 463-1078	m.earhart@co.rockbridge.va.us	http://www.co.rockbridge.va.us/		VA	State	
Voter Registration Office	Doug	Geib	Rockingham	165	20 E. GAY STREET	HARRISONBURG	VA	22802			VA							VA				VA							(540) 564-3055	(540) 564-3057	rockvote@rockinghamcountyva.gov	http://www.rockinghamvoters.com/		VA	State	
Voter Registration Office			Russell	167	96 RUSSELL ST	LEBANON	VA	24266	PO BOX 383	LEBANON	VA	24266						VA				VA							(276) 889-8006	(276) 889-8022	govote167@bvu.net			VA	State	
Voter Registration Office	Michael	Edwards	Scott	169	382 JONES STREET, SUITE 102	GATE CITY	VA	24251	PO BOX 1892	GATE CITY	VA	24251						VA				VA							(276) 386-3843	(276) 386-3741	michael.edwards@dmv.virginia.gov			VA	State	
Voter Registration Office	Lisa	Mcdonald	Shenandoah	171	600 N MAIN STREET, STE 103	WOODSTOCK	VA	22664			VA							VA				VA							(540) 459-6195	(540) 459-6196	lmcdonald@shenandoahcountyva.us	http://https://www.shenandoahcountyva.us/voter		VA	State	
Voter Registration Office	Sandy	Elswick	Smyth	173	121 BAGLEY CIRCLE, STE 108	MARION	VA	24354			VA							VA				VA							(276) 783-7000	(276) 783-9055	registrar@smythcounty.org			VA	State	
Voter Registration Office	Peggy	Davis	Southampton	175	23261 MAIN STREET	COURTLAND	VA	23837	PO BOX 666	COURTLAND	VA	23837						VA				VA							(757) 653-9280	(757) 653-9401	ldavis@socogovote.com			VA	State	
Voter Registration Office	Kellie	Acors	Spotsylvania	177	9106 A COURTHOUSE ROAD	SPOTSYLVANIA	VA	22553	PO BOX 133	SPOTSYLVANIA	VA	22553						VA				VA							(540) 507-7380	(540) 582-2604	voter@spotsylvania.va.us	http://www.spotsylvania.va.us/		VA	State	
Voter Registration Office	Greg	Riddlemoser	Stafford	179	1300 COURTHOUSE ROAD	STAFFORD	VA	22554-7232	PO BOX 301	STAFFORD	VA	22555-0301						VA				VA							(540) 658-4000	(540) 658-4003	registrar@co.stafford.va.us	http://co.stafford.va.us/registrar		VA	State	
Voter Registration Office	Lucille	Epps	Surry	181	45 SCHOOL ST	SURRY	VA	23883	PO BOX 264	SURRY	VA	23883						VA				VA							(757) 294-5213	(757) 294-5285	lepps@surrycountyva.gov			VA	State	
Voter Registration Office	William	Jenkins	Sussex	183			VA		PO BOX 1302	SUSSEX	VA	23884						VA				VA							(434) 246-1047	(434) 246-4315	govote183@state.va.us			VA	State	
Voter Registration Office	Brian	Earls	Tazewell	185	101 EAST MAIN STREET, 3RD FLOOR ROOM 318	TAZEWELL	VA	24651	PO BOX 201	TAZEWELL	VA	24651-0201						VA				VA							(276) 988-1305	(276) 988-2530	govote@tazewellcounty.org			VA	State	
Voter Registration Office	Carol	Tobin	Warren	187	220 NORTH COMMERCE AVE, SUITE 700	FRONT ROYAL	VA	22630			VA							VA				VA							(540) 635-4327	(540) 635-5456	vote@warrencountyva.net	http://www.warrencountyva.net/		VA	State	
Voter Registration Office	Mary	Ann Compton	Washington	191	25544 LEE HIGHWAY	ABINGDON	VA	24211			VA							VA				VA							(276) 676-6227	(276) 676-6200	mcompton@washcova.com			VA	State	a
Voter Registration Office	Kristin	Hicks	Westmoreland	193	105 COURT SQUARE	MONTROSS	VA	22520	PO BOX 354	MONTROSS	VA	22520						VA				VA							(804) 493-8898	(804) 493-0158	govote193@verizon.net			VA	State	
Voter Registration Office	Allison	Robbins	Wise	195	P.O. BOX 309	WISE	VA	24293			VA							VA				VA							(276) 328-8331	(276) 328-7111	registrar@wisecounty.org	http://www.wisecounty.org/registrar/registrar.html		VA	State	
Voter Registration Office	Carolyn	King	Wythe	197	245 S 4TH STREET, SUITE 101	WYTHEVILLE	VA	24382			VA							VA				VA							(276) 223-6038	(276) 223-6039	govote@wytheco.org			VA	State	
