authority_name	first_name	last_name	county_name	fips	street	city	address_state	zip_code	po_street	po_city	po_state	po_zip_code	reg_authority_name	reg_first	reg_last	reg_street	reg_city	reg_state	reg_zip_code	reg_po_street	reg_po_city	reg_po_state	reg_po_zip_code	reg_phone	reg_fax	reg_email	reg_website	reg_hours	phone	fax	email	website	hours	voter_state	source	review
County Clerk-Recorder	Sheryl	Thur	Glenn	021	516 W. Sycamore Street	Willows	CA	95988			CA							CA				CA								(530) 934-6571	elections@countyofglenn.net	http://www.countyofglenn.net/govt/departments/elections/	8:00 a.m. - 5:00 p.m.	CA	State	
County Clerk, Recorder And Registrar Of Voters	Carolyn	Wilson Crnich	Humboldt	023	3033 H Street, Room 20	Eureka	CA	95501			CA							CA				CA								(707) 445-7204	humboldt_elections@co.humboldt.ca.us	http://www.co.humboldt.ca.us/election/	8:30 a.m. - 12:00 p.m. / 1:00 p.m. - 5:00 p.m.	CA	State	a
Registrar Of Voters	Sylvia	Bermudez	Imperial	025	940 W Main Street, Rm 206	El Centro	CA	92243			CA							CA				CA								(760) 337-4182	sylviabermudez@co.imperialcounty.net	http://www.imperialcountyvotes.com/	8:00 a.m. - 5:00 p.m.	CA	State	
Clerk/Recorder & Registrar Of Voters	Kammi	Foote	Inyo	027	168 North Edwards	Independence	CA	93526			CA							CA				CA								(760) 878-1805	kfoote@inyocounty.us	http://countyofinyo.org/recorder/clerk-recorder.html		CA	State	
Auditor-Controller/County Clerk/Registrar Of Voters	Ann	Barnett	Kern	029	1115 Truxtun Avenue	Bakersfield	CA	93301			CA							CA				CA								(661) 868-3768	elections@co.kern.ca.us	http://elections.co.kern.ca.us/elections/		CA	State	
County Clerk-Recorder	Ken	Baird	Kings	031	1400 West Lacey Boulevard	Hanford	CA	93230			CA							CA				CA								(559) 585-8453	elections2008@co.kings.ca.us	http://www.countyofkings.com/acr/elections/index.html		CA	State	
Registrar Of Voters	Diane	Fridley	Lake	033	255 North Forbes Street	Lakeport	CA	95453			CA							CA				CA								(707) 263-2742	dianef@co.lake.ca.us	http://www.co.lake.ca.us/government/directory/rov.htm		CA	State	
County Clerk-Recorder	Julie	Bustamante	Lassen	035	220 South Lassen Street, Suite 5	Susanville	CA	96130			CA							CA				CA								(530) 257-3480	lcclerk@co.lassen.ca.us	http://www.lassencounty.org/govt/dept/county_clerk/registrar/registrar_of_voters.asp	9:00 a.m. - 12:00 p.m. / 1:00 p.m. - 4:00 p.m.	CA	State	
Registrar - Recorder/County Clerk	Dean	Logan	Los Angeles	037	12400 Imperial Hwy.	Norwalk	 CA 	90650	P.O.  Box 1024	Norwalk	CA	90651-1024						CA				CA								(562) 929-4790	voterinfo@rrcc.lacounty.gov	http://www.lavote.net/		CA	State	
County Clerk-Recorder	Rebecca	Martinez	Madera	039	200 W. 4th Street	Madera	CA	93637			CA							CA				CA								(559) 675-7870	elections@madera-county.com	http://www.madera-county.com/index.php/county-clerk	8:00 a.m. - 5:00 p.m.	CA	State	
County Clerk/Registrar Of Voters	Elaine	Ginnold	Marin	041	3501 Civic Center, Room 121	San Rafael	CA	94903			CA							CA				CA								(415) 499-6447	mhogan@marin.org	http://www.marincounty.org/		CA	State	
County Clerk	Keith	Williams	Mariposa	043	4982 10th Street	Mariposa	 CA 	95338	P.O. Box 247	Mariposa	CA	95338						CA				CA								(209) 966-6496	cprogner@mariposacounty.org	http://www.mariposacounty.org/index.asp?nid=87		CA	State	
Assessor-County Clerk-Recorder	Susan	Ranochak	Mendocino	045	501 Low Gap Rd., Room 1020	Ukiah	CA	95482			CA							CA				CA								(707) 463-4257	acr@co.mendocino.ca.us	http://www.co.mendocino.ca.us/acr/elections.htm		CA	State	
Assessor-Recorder-Registrar Of Voters	Kent	Christensen	Merced	047	2222 "M" Street, Room 14	Merced	CA	95340			CA							CA				CA								(209) 385-7387	webmaster@co.merced.ca.us	http://www.co.merced.ca.us/elections/	8:00 a.m. - 5:00 p.m.	CA	State	
County Auditor/Clerk/Recorder	Darcy	Locken	Modoc	049	204 S. Court Street	Alturas	CA	96101			CA							CA				CA								(530) 233-6666	darcylocken@co.modoc.ca.us	http://www.co.modoc.ca.us/departments/elections	8:30 a.m. - 12:00 p.m. / 1:00 p.m. - 5:00 p.m.	CA	State	
County Clerk/Recorder/Registrar	Lynda	Roberts	Mono	051	74 School Street, Annex I	Bridgeport	 CA 	93517	P.O.  Box 237	Bridgeport	CA	93517						CA				CA								(760) 932-5531	lroberts@mono.ca.gov, lromero@mono.ca.gov	http://www.monocounty.ca.gov/departments/elections/elections.html		CA	State	
Registrar Of Voters	Linda	Tulett	Monterey	053	1370 S. Main St # B	Salinas	 CA 	93901	P.O. Box 4400	Salinas	CA	93912						CA				CA								(831) 755-5485	elections@co.monterey.ca.us	http://www.montereycountyelections.us/		CA	State	
Assessor-Recorder-County Clerk	John	Tuteur	Napa	055	900 Coombs Street, Room 256	Napa	CA	94559-2946			CA							CA				CA								(707) 253-4390	elections@co.napa.ca.us	http://www.countyofnapa.org/		CA	State	
Clerk-Recorder, Registrar Of Voters	Gregory	Diaz	Nevada	057	950 Maidu Avenue	Nevada City	CA	95959			CA							CA				CA								(530) 265-9829	gregory.diaz@co.nevada.ca.us	http://www.mynevadacounty.com/nc/elections/pages/home.aspx	8:00 a.m. - 5:00 p.m.	CA	State	
Registrar Of Voters	Neal	Kelley	Orange	059	1300 South Grand Ave., Bldg. C	Santa Ana	 CA 	92705	P.O.  Box 11298	Santa Ana	CA	92711						CA				CA								(714) 567-7556	ocvoter@ocgov.com	http://www.ocvote.com/		CA	State	
County Clerk-Recorder-Registrar	Jim	Mccauley	Placer	061	2956 Richardson Drive	Auburn	 CA 	95603	P.O.  Box 5278	Auburn	CA	95604						CA				CA								(530) 886-5688	election@placer.ca.gov	http://www.placerelections.com/		CA	State	
County Clerk-Recorder-Registrar Of Voters	Kathleen	Williams	Plumas	063	520 Main Street, Room 102	Quincy	CA	95971			CA							CA				CA								(530) 283-6155	elections@countyofplumas.com	http://www.countyofplumas.com/index.aspx?nid=142	8:00 a.m. - 5:00 p.m.	CA	State	
Registrar Of Voters	Kari	Verjil	Riverside	065	2724 Gateway Drive	Riverside	CA	92507-0918			CA							CA				CA								(951) 486-7335	rovweb@co.riverside.ca.us	http://www.voteinfo.net/	8:00 a.m. - 5:00 p.m.	CA	State	
Registrar Of Voters	Jill	Lavine	Sacramento	067	7000 65th Street	Sacramento	CA	95823-2315			CA							CA				CA								(916) 875-6228	voterinfo@saccounty.net	http://www.elections.saccounty.net/default.htm	8:00 a.m. - 5:00 p.m.	CA	State	
County Clerk-Auditor-Recorder	Joe	Paul Gonzalez	San Benito	069	Courthouse, Room 206, 440 Fifth Street	Hollister	CA	95023-3843			CA							CA				CA								(831) 636-2939	acurro@cosb.us	http://www.sbcvote.us/		CA	State	a
Registrar Of Voters	Michael	Scarpello	San Bernardino	071	777 East Rialto Avenue	San Bernardino	CA	92415-0770			CA							CA				CA								(909) 387-2022	rovwebmail@rov.sbcounty.gov	http://www.sbcounty.gov/rov/general_info/default.asp	8:00 a.m. - 5:00 p.m.	CA	State	
Registrar Of Voters	Deborah	Seiler	San Diego	073	5201 Ruffin Road, Suite I	San Diego	 CA 	92123	P.O.  Box 85656	San Diego	CA	92186-5656						CA				CA								(858) 694-2955	rovmail@sdcounty.ca.gov	http://www.sdcounty.ca.gov/voters/eng/eindex.html		CA	State	
Director Of Elections	John	Arntz	San Francisco	075	City Hall - 1 Dr. Carlton B Goodlett Place, Room 48	San Francisco	CA	94102-4635			CA							CA				CA								(415) 554-7344	sfvote@sfgov.org	http://www.sfgov2.org/index.aspx?page=599	8:00 a.m. - 5:00 p.m.	CA	State	
Registrar Of Voters	Austin	Erdman	San Joaquin	077	44 N. San Joaquin Street, Suite 350	Stockton	 CA 	95202	P.O. Box 810	Stockton	CA	95201						CA				CA								(209) 468-2889	vbm@sjgov.org	http://www.sjcrov.org/		CA	State	
County Clerk-Recorder	Julie	Rodewald	San Luis Obispo	079	1055 Monterey Street, Room D-120	San Luis Obispo	CA	93408			CA							CA				CA								(805) 781-1111	elections@co.slo.ca.us	http://www.slocounty.ca.gov/clerk.htm	8:00 a.m. - 5:00 p.m.	CA	State	
Chief Elections Officer & Assessor-County Clerk-Recorder	Mark	Church	San Mateo	081	40 Tower Road	San Mateo	CA	94402			CA							CA				CA								(650) 312-5348	registrar@smcare.org	http://www.shapethefuture.org/		CA	State	
County Clerk, Recorder And Assessor	Joseph	Holland	Santa Barbara	083	4440-A Calle Real	Santa Barbara	 CA 	93110	P.O. Box 61510	Santa Barbara	CA	93160-1510						CA				CA								(805) 568-2209	electionssupport@co.santa-barbara.ca.us	http://www.sbcvote.com" target="_blank/		CA	State	
Registrar Of Voters	Barry	Garner	Santa Clara	085	1555 Berger Drive, Bldg. 2	San Jose	 CA 	95112	P.O. Box 611360	San Jose	CA	95161-1360						CA				CA								(408) 998-7314	registrar@rov.sccgov.org	http://www.sccvote.org/		CA	State	
County Clerk	Gail	Pellerin	Santa Cruz	087	701 Ocean Street, Room 210	Santa Cruz	CA	95060-4076			CA							CA				CA								(831) 454-2445	gail.pellerin@co.santa-cruz.ca.us	http://www.votescount.com/	8:00 a.m. - 5:00 p.m.	CA	State	
County Clerk	Cathy	Darling Allen	Shasta	089	1643 Market Street	Redding	 CA 	96001	P.O.  Box 990880	Redding	CA	96099-0880						CA				CA								(530) 225-5454	countyclerk@co.shasta.ca.us	http://www.elections.co.shasta.ca.us/		CA	State	a
County Clerk-Recorder	Heather	Foster	Sierra	091	100 Courthouse Square, Room 11, P.O.  Drawer D	Downieville	CA	95936-0398			CA							CA				CA								(530) 289-2830	hfoster@sierracounty.ws	http://www.sierracounty.ws/index.php?module=pagemaster&page_user_op=view_page&page_id=75&mmn_position=90:90		CA	State	
County Clerk	Colleen	Setzer	Siskiyou	093	510 North Main Street	Yreka	CA	96097			CA							CA				CA								(530) 841-4110	csetzer@co.siskiyou.ca.us	http://www.co.siskiyou.ca.us/clerk/clerk.aspx#election info	9:00 a.m. - 12:00 p.m. / 1:00 p.m. - 4:00 p.m.	CA	State	
Registrar Of Voters	Ira	Rosenthal	Solano	095	675 Texas St, Ste 2600	Fairfield	CA	94533			CA							CA				CA								(707) 784-6678	elections@solanocounty.com	http://www.solanocounty.com/depts/rov/default.asp	8:00 a.m. - 5:00 p.m.	CA	State	
County Clerk, Recorder, Assessor, Registrar Of Voters	William	Rousseau	Sonoma	097	435 Fiscal Drive	Santa Rosa	 CA 	95403	P.O.  Box 11485	Santa Rosa	CA	95406-1485						CA				CA								(707) 565-6843	rov-voterreg@sonoma-county.org	http://www.sonoma-county.org/regvoter		CA	State	
County Clerk-Recorder	Lee	Lundrigan	Stanislaus	099	1021 I Street, Suite 101	Modesto	CA	95354-2331			CA							CA				CA								(209) 525-5802	stanvote@stancounty.com	http://stanvote.com/	8:00 a.m. - 4:00 p.m.	CA	State	
County Clerk-Recorder	Donna	Johnston	Sutter	101	1435 Veterans Memorial Circle	Yuba City	CA	95993			CA							CA				CA								(530) 822-7587		http://www.co.sutter.ca.us/doc/government/depts/cr/elections/cr_elections_home	8:00 a.m. - 5:00 p.m.	CA	State	
County Clerk-Recorder	Beverly	Ross	Tehama	103	444 Oak St, Room C	Red Bluff	 CA 	96080	P.O.  Box 250	Red Bluff	CA	96080-0250						CA				CA								(530) 527-1140	bross@co.tehama.ca.us	http://www.co.tehama.ca.us/index.php?option=com_content&task=view&id=21&itemid=26		CA	State	
County Clerk/Recorder/Assessor	Dave	Hunt	Trinity	105	11 Court Street	Weaverville	 CA 	96093	P.O.  Box 1215	Weaverville	CA	96093-1258						CA				CA								(530) 623-8398	elections@trinitycounty.org	http://www.trinitycounty.org/departments/assessor-clerk-elect/elections.htm		CA	State	
Registrar Of Voters	Rita	Woodard	Tulare	107	5951 South Mooney Blvd	Visalia	CA	93277			CA							CA				CA								(559) 737-4498	absentee@co.tulare.ca.us	http://www.tularecoelections.org/	M-Th 7:30 a.m. - 5:30 p.m., F 8:00 a.m. - 12:00 p.m.	CA	State	
County Clerk-Auditor-Controller	Deborah	Russell	Tuolumne	109	2 South Green Street	Sonora	CA	95370-4696			CA							CA				CA								(209) 694-8931	clerk@tuolumnecounty.ca.gov	http://portal.co.tuolumne.ca.us/psp/ps/tup_elections/entp/c/tu_dept_menu.tuocm_html_comp.gbl?action=u&content_pnm=employee&catgid=2312		CA	State	
County Clerk-Recorder-Registrar Of Voters	Mark	Lunn	Ventura	111	800 South Victoria Avenue, L-1200	Ventura	CA	93009-1200			CA							CA				CA								(805) 648-9200		http://recorder.countyofventura.org/elections.htm	8:00 a.m. - 5:00 p.m.	CA	State	
County Clerk-Recorder	Freddie	Oakley	Yolo	113	625 Court Street, Room B05	Woodland	 CA 	95695	P.O.  Box 1820	Woodland	CA	95776-1820						CA				CA								(530) 666-8123	cntyclrk@yoloelections.org	http://www.yoloelections.org/		CA	State	
County Clerk-Recorder	Terry	Hansen	Yuba	115	915 8th Street, Suite 107	Marysville	CA	95901-5273			CA							CA				CA								(530) 749-7854	elections@co.yuba.ca.us	http://elections.co.yuba.ca.us/	8:00 a.m. - 5:00 p.m.	CA	State	
